method,output,ssim,lpips,e_ssim,l_c,l_s
stytr2,000000135872__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.4526,0.7886,0.341,2.9544,0.79
stytr2,000000135872__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.6751,0.5863,0.6634,1.6243,0.7472
stytr2,000000135872__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.5727,0.4643,0.4241,1.8548,1.5118
stytr2,000000135872__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.6223,0.5992,0.5031,1.9329,0.8896
stytr2,000000135872__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.6636,0.4069,0.5678,1.7425,2.7574
stytr2,000000135872__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.5724,0.5645,0.465,2.1149,1.0099
stytr2,000000135872__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.5527,0.4737,0.4513,1.922,1.772
stytr2,000000135872__Minimalism__mario-schifano_untitled-1963.jpg,0.358,0.9012,0.3605,2.6984,1.3568
stytr2,000000135872__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.3426,0.5457,0.2294,2.1209,0.8804
stytr2,000000135872__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.3156,0.5599,0.2215,2.236,2.3962
stytr2,000000135872__Pop_Art__peter-max_composition-red-green-1979.jpg,0.4266,0.5084,0.4871,2.1101,1.8852
stytr2,000000135872__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.3844,0.5806,0.2312,2.1364,2.2195
stytr2,000000135872__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.6181,0.4089,0.5243,1.6589,0.6569
stytr2,000000135872__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.578,0.4939,0.5993,2.059,0.6483
stytr2,000000135872__Romanticism__gustave-dore_paradise-lost-4.jpg,0.5141,0.4816,0.3814,1.9074,1.1136
stytr2,000000135872__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.5801,0.482,0.43,1.7991,1.4797
stytr2,000000135872__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.4588,0.507,0.4461,1.8888,2.1915
stytr2,000000196442__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.4721,0.5711,0.6462,2.3497,0.9778
stytr2,000000196442__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.4773,0.5637,0.4492,2.2621,1.603
stytr2,000000196442__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.4078,0.6675,0.5933,2.3684,1.0373
stytr2,000000196442__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.5543,0.8142,0.397,2.6018,0.9152
stytr2,000000196442__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.6752,0.7262,0.63,1.873,0.9517
stytr2,000000196442__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.3533,0.6859,0.2682,2.6314,1.6319
stytr2,000000196442__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.5044,0.7591,0.3931,2.2032,0.8352
stytr2,000000196442__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.3884,0.636,0.3747,2.6984,2.9879
stytr2,000000196442__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.5939,0.7144,0.402,2.2526,0.9505
stytr2,000000196442__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.2402,0.6477,0.2574,2.5752,1.8437
stytr2,000000196442__Minimalism__mario-schifano_untitled-1963.jpg,0.6834,0.9634,0.7678,2.388,1.0181
stytr2,000000196442__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.3166,0.6072,0.1082,2.1893,0.9129
stytr2,000000196442__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.2645,0.6164,0.1848,2.7975,2.5859
stytr2,000000196442__Pop_Art__peter-max_composition-red-green-1979.jpg,0.6393,0.5712,0.5856,2.6664,2.1272
stytr2,000000196442__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.3179,0.6899,0.1268,2.5019,2.0528
stytr2,000000196442__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.5133,0.534,0.3667,2.0324,0.5751
stytr2,000000196442__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.3774,0.7194,0.6069,2.5239,0.9249
stytr2,000000196442__Romanticism__gustave-dore_paradise-lost-4.jpg,0.2317,0.6391,0.2089,2.3213,1.0394
stytr2,000000196442__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.3966,0.654,0.2455,2.6163,1.5117
stytr2,000000196442__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.5154,0.65,0.3426,2.4732,2.4069
stytr2,000000210388__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.5714,0.5377,0.6444,2.168,0.9272
stytr2,000000210388__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.5178,0.5739,0.4881,2.0259,1.6278
stytr2,000000210388__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.4372,0.6403,0.483,2.2215,0.8745
stytr2,000000210388__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.5284,0.8283,0.3007,2.8072,0.847
stytr2,000000210388__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.6629,0.7332,0.5522,1.922,0.8755
stytr2,000000210388__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.4403,0.6292,0.3055,2.2061,1.5424
stytr2,000000210388__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.5624,0.7524,0.3469,2.1276,0.8547
stytr2,000000210388__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.4451,0.6003,0.3569,2.3465,2.8862
stytr2,000000210388__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.5863,0.6985,0.3333,2.2836,0.9247
stytr2,000000210388__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.3287,0.6191,0.3207,2.2832,1.7931
stytr2,000000210388__Minimalism__mario-schifano_untitled-1963.jpg,0.5976,0.9215,0.7134,2.524,1.2677
stytr2,000000210388__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.3148,0.6291,0.1562,2.2081,0.9058
stytr2,000000210388__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.3204,0.6,0.2326,2.504,2.5103
stytr2,000000210388__Pop_Art__peter-max_composition-red-green-1979.jpg,0.7225,0.4724,0.6985,2.3274,2.3478
stytr2,000000210388__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.3443,0.7045,0.175,2.4086,2.171
stytr2,000000210388__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.5767,0.5569,0.363,1.911,0.6147
stytr2,000000210388__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.423,0.6785,0.4667,2.298,0.569
stytr2,000000210388__Romanticism__gustave-dore_paradise-lost-4.jpg,0.298,0.6325,0.2324,2.2493,1.0551
stytr2,000000210388__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.469,0.6309,0.2969,2.3035,1.5166
stytr2,000000210388__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.5723,0.6247,0.4025,2.1839,2.5811
stytr2,000000226171__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.5968,0.5397,0.6489,2.1266,1.1304
stytr2,000000226171__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.5816,0.5542,0.5707,1.943,1.448
stytr2,000000226171__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.5265,0.47,0.5938,2.2238,1.1816
stytr2,000000226171__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.4235,0.8194,0.3739,2.9283,1.0615
stytr2,000000226171__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.6312,0.5204,0.7025,1.6902,0.9156
stytr2,000000226171__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.5383,0.5064,0.4627,1.9768,1.5586
stytr2,000000226171__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.5667,0.6106,0.507,2.2087,0.9401
stytr2,000000226171__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.5659,0.4454,0.5144,1.8048,2.5352
stytr2,000000226171__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.5445,0.5827,0.49,2.2634,1.1323
stytr2,000000226171__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.4728,0.5559,0.3928,2.3006,1.7254
stytr2,000000226171__Minimalism__mario-schifano_untitled-1963.jpg,0.3779,0.767,0.4389,2.4671,1.5544
stytr2,000000226171__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.3292,0.6436,0.2148,2.3325,0.8306
stytr2,000000226171__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.3002,0.639,0.1894,2.4156,2.2467
stytr2,000000226171__Pop_Art__peter-max_composition-red-green-1979.jpg,0.4088,0.532,0.4934,2.4487,1.9746
stytr2,000000226171__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.3735,0.6124,0.2285,2.18,2.126
stytr2,000000226171__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.578,0.4512,0.5289,1.8166,0.6817
stytr2,000000226171__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.5045,0.5154,0.5874,2.3292,1.0357
stytr2,000000226171__Romanticism__gustave-dore_paradise-lost-4.jpg,0.4392,0.5694,0.3326,2.0335,1.0356
stytr2,000000226171__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.5221,0.5699,0.4351,2.0703,1.5797
stytr2,000000226171__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.4277,0.5622,0.42,2.2344,2.0901
stytr2,000000235857__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.4127,0.5834,0.3302,2.4209,1.1016
stytr2,000000235857__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.4958,0.5911,0.4447,2.3006,1.6181
stytr2,000000235857__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.3448,0.5396,0.3517,2.5259,0.9797
stytr2,000000235857__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.3221,0.8492,0.3376,3.0159,0.7503
stytr2,000000235857__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.4757,0.564,0.4344,1.9891,0.8939
stytr2,000000235857__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.5677,0.4813,0.4912,2.1387,1.6954
stytr2,000000235857__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.5219,0.5591,0.4653,2.2157,0.8869
stytr2,000000235857__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.451,0.5573,0.3658,2.5066,2.8825
stytr2,000000235857__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.501,0.5241,0.4319,2.2679,0.8855
stytr2,000000235857__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.4557,0.5223,0.3874,2.3548,1.5287
stytr2,000000235857__Minimalism__mario-schifano_untitled-1963.jpg,0.2082,0.8312,0.1315,3.0368,1.3887
stytr2,000000235857__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.5085,0.5415,0.3895,2.1262,0.8153
stytr2,000000235857__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.3341,0.6534,0.216,2.7178,2.5804
stytr2,000000235857__Pop_Art__peter-max_composition-red-green-1979.jpg,0.3036,0.5721,0.2321,2.8159,1.9893
stytr2,000000235857__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.4948,0.5689,0.3345,2.4473,2.1796
stytr2,000000235857__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.6267,0.4001,0.5406,1.8119,0.6344
stytr2,000000235857__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.3403,0.5193,0.3578,2.4403,0.7486
stytr2,000000235857__Romanticism__gustave-dore_paradise-lost-4.jpg,0.4287,0.6029,0.3843,2.3781,1.0195
stytr2,000000235857__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.5297,0.6036,0.462,2.431,1.5361
stytr2,000000235857__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.4244,0.5708,0.3552,2.4899,2.3385
stytr2,000000272364__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.4424,0.4819,0.3547,2.3422,1.081
stytr2,000000272364__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.5132,0.4162,0.4979,1.9416,1.5366
stytr2,000000272364__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.2934,0.5729,0.3598,2.5255,1.0445
stytr2,000000272364__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.2758,0.7935,0.2481,3.2919,0.8378
stytr2,000000272364__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.5005,0.6469,0.5004,1.9317,0.6475
stytr2,000000272364__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.6055,0.4487,0.5296,2.1136,1.4636
stytr2,000000272364__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.4865,0.573,0.4584,2.1915,0.8994
stytr2,000000272364__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.6357,0.4224,0.5705,2.1163,2.858
stytr2,000000272364__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.5013,0.5364,0.4108,2.2939,1.0015
stytr2,000000272364__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.4951,0.439,0.4451,2.0986,1.6665
stytr2,000000272364__Minimalism__mario-schifano_untitled-1963.jpg,0.206,1.0373,0.1451,3.3196,1.524
stytr2,000000272364__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.5506,0.5139,0.3882,2.4694,0.7611
stytr2,000000272364__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.5436,0.4873,0.3755,2.4804,2.6467
stytr2,000000272364__Pop_Art__peter-max_composition-red-green-1979.jpg,0.42,0.4923,0.3176,2.5504,2.1928
stytr2,000000272364__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.5824,0.549,0.4175,2.5039,2.164
stytr2,000000272364__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.6832,0.4107,0.5916,1.8534,0.7976
stytr2,000000272364__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.298,0.5704,0.3581,2.3707,0.7406
stytr2,000000272364__Romanticism__gustave-dore_paradise-lost-4.jpg,0.4149,0.5215,0.3883,2.4836,1.1353
stytr2,000000272364__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.5998,0.4608,0.5604,2.1238,1.3635
stytr2,000000272364__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.5675,0.481,0.4839,2.1802,2.0369
stytr2,000000273132__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.6373,0.4328,0.7077,2.0323,1.0296
stytr2,000000273132__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.7274,0.4443,0.6312,1.8747,1.4968
stytr2,000000273132__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.5419,0.5209,0.6637,2.1138,0.9187
stytr2,000000273132__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.5113,0.837,0.4583,2.8248,0.8799
stytr2,000000273132__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.8105,0.5486,0.812,1.5961,0.8489
stytr2,000000273132__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.579,0.5413,0.4443,2.2499,1.6151
stytr2,000000273132__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.6642,0.6389,0.6175,1.9944,0.9975
stytr2,000000273132__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.5851,0.487,0.494,2.1359,2.4537
stytr2,000000273132__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.7157,0.5994,0.6135,2.153,1.033
stytr2,000000273132__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.4935,0.5054,0.4548,2.0839,1.9031
stytr2,000000273132__Minimalism__mario-schifano_untitled-1963.jpg,0.4377,0.9484,0.4027,2.7718,1.3913
stytr2,000000273132__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.4738,0.5114,0.2317,2.0565,0.9234
stytr2,000000273132__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.3526,0.4956,0.1893,2.0963,2.8466
stytr2,000000273132__Pop_Art__peter-max_composition-red-green-1979.jpg,0.5382,0.5328,0.4992,2.5881,2.0691
stytr2,000000273132__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.4673,0.5828,0.2297,2.0445,2.1921
stytr2,000000273132__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.7462,0.3963,0.6024,1.626,0.6811
stytr2,000000273132__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.5172,0.5755,0.6785,2.2189,0.752
stytr2,000000273132__Romanticism__gustave-dore_paradise-lost-4.jpg,0.4505,0.4883,0.3852,2.0728,1.0951
stytr2,000000273132__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.6171,0.5318,0.4503,2.1249,1.4829
stytr2,000000273132__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.5707,0.5454,0.4655,2.1039,2.0041
stytr2,000000277051__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.6743,0.48,0.7165,1.939,0.924
stytr2,000000277051__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.7011,0.4375,0.5824,1.7371,1.2839
stytr2,000000277051__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.5988,0.583,0.6617,2.1059,0.9653
stytr2,000000277051__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.5615,0.6791,0.4154,2.8673,0.8914
stytr2,000000277051__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.7788,0.7324,0.7598,1.6538,0.6121
stytr2,000000277051__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.6002,0.4304,0.4092,1.7837,1.4297
stytr2,000000277051__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.6996,0.5595,0.5465,1.6865,0.7912
stytr2,000000277051__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.6113,0.4627,0.4263,1.9562,2.6132
stytr2,000000277051__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.7103,0.5148,0.5478,1.8113,0.953
stytr2,000000277051__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.4742,0.518,0.3583,2.044,1.6119
stytr2,000000277051__Minimalism__mario-schifano_untitled-1963.jpg,0.4866,0.9914,0.5457,2.6709,1.2656
stytr2,000000277051__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.3371,0.6483,0.1702,2.3495,0.7547
stytr2,000000277051__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.2688,0.6737,0.1343,2.5486,2.4187
stytr2,000000277051__Pop_Art__peter-max_composition-red-green-1979.jpg,0.5485,0.5363,0.5863,2.4555,2.0815
stytr2,000000277051__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.3684,0.6521,0.173,2.3771,1.9262
stytr2,000000277051__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.622,0.5214,0.4459,1.7622,0.5883
stytr2,000000277051__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.6033,0.5227,0.6882,1.9294,0.6601
stytr2,000000277051__Romanticism__gustave-dore_paradise-lost-4.jpg,0.439,0.6323,0.279,2.155,0.9888
stytr2,000000277051__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.5818,0.4783,0.3681,1.8817,1.4877
stytr2,000000277051__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.5292,0.5339,0.4055,1.9805,1.8968
stytr2,000000296969__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.3245,0.5768,0.1799,2.7673,1.0899
stytr2,000000296969__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.4939,0.4978,0.3821,2.1725,1.4628
stytr2,000000296969__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.2915,0.5506,0.258,2.6718,1.121
stytr2,000000296969__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.2483,0.8479,0.2285,3.2298,0.7518
stytr2,000000296969__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.4316,0.5979,0.3157,2.2679,0.762
stytr2,000000296969__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.5325,0.558,0.3952,2.6013,1.5835
stytr2,000000296969__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.442,0.6281,0.3475,2.4973,0.8675
stytr2,000000296969__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.4472,0.5634,0.2958,2.7967,2.8905
stytr2,000000296969__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.4344,0.6014,0.3116,2.6237,0.8977
stytr2,000000296969__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.4724,0.5015,0.3506,2.433,1.5904
stytr2,000000296969__Minimalism__mario-schifano_untitled-1963.jpg,0.1152,0.967,0.0511,3.4031,1.5234
stytr2,000000296969__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.5881,0.4788,0.451,2.3159,0.8394
stytr2,000000296969__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.4447,0.5843,0.2772,2.8467,2.3282
stytr2,000000296969__Pop_Art__peter-max_composition-red-green-1979.jpg,0.2281,0.6339,0.1168,3.1375,1.9238
stytr2,000000296969__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.5579,0.5561,0.372,2.635,2.1389
stytr2,000000296969__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.6531,0.3669,0.4842,1.9189,0.6669
stytr2,000000296969__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.2819,0.5645,0.299,2.6105,0.9017
stytr2,000000296969__Romanticism__gustave-dore_paradise-lost-4.jpg,0.4543,0.5492,0.3579,2.6155,1.0801
stytr2,000000296969__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.5214,0.565,0.391,2.5603,1.6503
stytr2,000000296969__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.3616,0.6018,0.2247,2.9531,2.16
stytr2,000000302107__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.5193,0.5165,0.5782,2.1026,1.1459
stytr2,000000302107__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.6317,0.4221,0.6218,1.6987,1.2539
stytr2,000000302107__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.4285,0.5151,0.5651,2.2091,0.932
stytr2,000000302107__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.4434,0.7751,0.4155,2.9728,0.999
stytr2,000000302107__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.6958,0.5973,0.7257,1.7332,0.6826
stytr2,000000302107__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.541,0.5206,0.4731,2.247,1.6699
stytr2,000000302107__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.597,0.5736,0.5891,2.0388,0.8857
stytr2,000000302107__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.5983,0.4598,0.5169,1.9679,2.5682
stytr2,000000302107__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.6432,0.5247,0.5534,2.1494,0.9266
stytr2,000000302107__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.4528,0.4943,0.4477,2.045,1.53
stytr2,000000302107__Minimalism__mario-schifano_untitled-1963.jpg,0.4064,0.8998,0.3165,2.6619,1.5413
stytr2,000000302107__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.4529,0.5825,0.2503,2.2909,0.7681
stytr2,000000302107__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.3445,0.5966,0.1954,2.4277,2.3232
stytr2,000000302107__Pop_Art__peter-max_composition-red-green-1979.jpg,0.5521,0.5155,0.4658,2.4679,1.9135
stytr2,000000302107__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.4676,0.5973,0.2729,2.3948,2.0087
stytr2,000000302107__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.7041,0.3942,0.587,1.6871,0.6502
